Total Enrolment in Mainstream National Schools for the 2024/2025 school year (enrolment is as of 30th September 2024),,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,School Planning Area,Email,Phone No.,Principal Name,Local Authority Description,School Type,School Level,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Patron,Female,Male,Enrolment per Return
2024,02905J,S N NAOMH PADRAIG,Baconstown,Enfield,Co. Meath,,Meath,A83F863,53.444208,-6.803181,Longwood,baconstownns@gmail.com,0469541115,Cathal Fenton,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,76,73,149
2024,02912G,Scoil na gCoillini,Meelick,Swinford,Co. Mayo,,Mayo,F12TW53,53.929756,-9.021429,Swinford,meelickns1@gmail.com,0949384214,Deborah Convey,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,47,53,100
2024,03132I,S N SLIABH A MHADRA,Ballyduff,Tralee,Co. Kerry,,Kerry,V92WF40,52.460573,-9.716378,Causeway,slmhadrans@gmail.com,0667131742,Cathal White,Kerry County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,60,44,104
2024,03220F,MERCY PRIMARY SCHOOL,Chapel Lane,Birr,Co. Offaly,,Offaly,R42TX89,53.093026,-7.909752,Birr,principalmercyps@gmail.com,0579120259,Barbara Hanamy,Offaly County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,139,,139
2024,03275H,NEWTOWN N S,Newtown,Ardee,Co. Meath,,Meath,A92PW80,53.820301,-6.607989,Ardee,office@newtownnsardee.com,0469053322,Declan Crosby,Meath County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,26,41,67
2024,03294L,S N Caiseal na gCorr,Gort a Choirce,Leitir Ceanainn,Co. Dhún na nGall,,Donegal,F92YY24,55.088379,-8.128832,Falcarragh,scoilchaisealnagcorr@gmail.com,0749165129,Róisín Ní Chuireáin,Donegal County Council,Ordinary,All Through,Y,All subjects through Irish,Y,N,Catholic,Bishop of Raphoe,24,24,48
2024,03359N,BALLYROAN B N S,Ballyroan Road,Rathfarnham,Dublin 16,,Dublin,D16YX54,53.286438,-6.294438,Rathfarnham,secretary@ballyroanbns.ie,014931805,Nessa Kiernan,South Dublin County Council,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,,388,388
2024,03607G,S N AINDREIS NAOFA,Leitrim,Kylebrack East,Loughrea,Co. Galway,Galway,H62KN83,53.159878,-8.485628,Loughrea,leitrimschool@gmail.com,091847470,Madonna Byrnes,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clonfert,49,43,92
2024,03633H,SCOIL NÁISIÚNTA BHANTIARNA LOURDES,Hospital Hill,Bunclody,Enniscorthy,Co. Wexford,Wexford,Y21R820,52.651162,-6.654153,Bunclody,secretarybunclodyns@gmail.com,0539377380,Tomás Moriarty,Wexford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,124,148,272
2024,03704E,S N SEAN BAILE MOR,Main Street,Shanballymore,Co. Cork,,Cork,P51VW63,52.218409,-8.476527,Doneraile,shanballymorens@gmail.com,02225611,John Walsh,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,30,34,64
2024,03787L,WALSHESTOWN N S,Walshestown,Clogherhead,Co. Louth,,Louth,A92CD53,53.807081,-6.300202,Dunleer,office@walshestownschool.com,0416852285,Anne Marie Swinburne,Louth County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,50,51,101
2024,03898U,TOONAGH N S,Fountain,Ennis,Co. Clare,,Clare,V95DF88,52.890237,-9.034387,Ennis,toonaghschool@gmail.com,0656820143,Gearóid Roughan.,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,49,28,77
2024,03917V,NAOMH PADRAIG BOYS,Cambridge Road,Ringsend,Dublin 4,,Dublin,D04AP98,53.343426,-6.22531,Dublin2_Dublin4,ringsendbns@gmail.com,016606825,Ian Lane,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,0,126,126
2024,03924S,OWENBEG N S,Owenbeg,Culleens,Co. Sligo,,Sligo,F26VK13,54.252969,-8.959278,Easkey,owenbegns@gmail.com,09649253,Fionnuala Ruane,Sligo County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killala,20,19,39
2024,03928D,MULLACH N S,Mullagh,Ennis,Co. Clare,,Clare,V95HN22,52.799664,-9.419294,Spanish Point,principal@mullaghschool.ie,0657087472,Áine Sexton,Clare County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,18,37,55
2024,03936C,S N AN CHUIL,Coole,Mullingar,Co. Westmeath,,Westmeath,N91E3FN,53.699931,-7.372376,Castlepollard,coolescoilmhuire@gmail.com,0449661669,Orla Oxley,Westmeath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,19,19,38
2024,04005G,S N NAOMH PEADAR,Pouldine,Thurles,Co. Tipperary,,Tipperary,E41FY66,52.632431,-7.779967,Thurles,office@moycarkeyns.ie,050444439,Ann Marie Carroll,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,72,73,145
2024,04054T,BALLINDANGAN MIXED N S,Ballindangan,Mitchelstown,Co. Cork,,Cork,P67EW90,52.236282,-8.336492,Mitchelstown,ballindanganschool@gmail.com,02584654,April Keane,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,22,15,37
2024,04062S,LISTOWEL PRESENTATION PRIMARY,Ballybunion Road,Listowel,Co. Kerry,,Kerry,V31CX52,52.448348,-9.496054,Listowel,office@ppslistowel.ie,06822294,Joan Mulvihill,Kerry County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kerry,194,,194
2024,04067F,CONVENT OF MERCY,Church Road,Newport,Co. Tipperary,,Tipperary,V94X7F9,52.710854,-8.411191,Newport,newportconvent.ias@eircom.net,061378622,Miriam Foley,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,204,66,270
2024,04075E,MOYGLASS N S,Moyglass,Fethard,Co. Tipperary,,Tipperary,E91VY15,52.527545,-7.707976,Killenaule,adminmoyglassns@gmail.com,0526131885,Stephen Earley,Tipperary (Sr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,59,69,128
2024,04077I,SCOIL NAIS BHRIDE,Grange,Tullow,Co. Carlow,,Carlow,R93FX22,52.837569,-6.78216,Tullow,msmulhall@stbrigidsgrange.ie,0599163881,Leah Mulhall,Carlow County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,95,107,202
2024,04118T,LEAMLARA MIXED N S,Leamlara,Co. Cork,,,Cork,T56NH57,51.969858,-8.263678,Midleton_Carrigtwohill,office@bishopahernns.ie,0214642430,Billy O Connor,Cork County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,75,67,142
2024,04152T,S N CNOC AN BHILE,Knockavilla,Innishannon,Co. Cork,,Cork,T12F981,51.800466,-8.685445,Bandon,knockavillaschool@gmail.com,0214775662,"Mr. Rónán Collins, Principal",Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,69,84,153
2024,04186N,S N BHIORAINN,Berrings,Co. Cork,,,Cork,P12FX45,51.938042,-8.698149,Coachford,oifig@berringsns.ie,0217332101,Joan Marie Healy,Cork County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,75,117,192
2024,04210H,KILMESSAN MXD N S,Kilmessan,Co. Meath,,,Meath,C15TE28,53.560613,-6.663328,Trim,info@kilmessanns.ie,0469025532,Michelle McKeown,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,124,107,231
2024,04230N,SCOIL NAOMH EOIN,Ballincurrig,Cork,,,Cork,T56KR89,51.989212,-8.228009,Midleton_Carrigtwohill,principal@ballincurrigns.ie,0214642222,Colm Barry,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,30,35,65
2024,04442F,KYLE N S,Kyle,Youghal,Co. Cork,,Cork,P36WR52,51.953421,-7.943534,Youghal,kylenationalschool@gmail.com,02495198,Joanna Kelly,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Cork ETB  ,22,27,49
2024,04466T,BALLYMARTIN N S,Manister,Croom,Co Limerick,,Limerick,V35EK54,52.532051,-8.653909,Croom,manister.ns@hotmail.com,061397220,Peter Lavin,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Limerick,45,58,103
2024,04469C,S N FIODHNACH,Feenagh,Kilmallock,Co. Limerick,,Limerick,V35FN44,52.387282,-8.873882,Dromcollogher,feenaghns@eircom.net,06385225,Diarmuid O'Connor,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Limerick,49,31,80
2024,04487E,S N NAITHI NAOFA,Achonry,Tubbercurry,Co. Sligo,,Sligo,F91WF65,54.07886,-8.660129,Banada_Tubbercurry,info@achonryns.ie,0719184395,Cora Kivlehan,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,52,32,84
2024,04515G,SCOIL AN LINBH IOSA,St Francis Street,Galway,,,Galway,H91RX32,53.275713,-9.053797,Galway City,info@mercyprimary.ie,091566452,Evelyn O'Toole,Galway City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",144,117,261
2024,04548V,SCOIL SEANAIN NAOFA,Clonlara,Co. Clare,,,Clare,V94FP92,52.724108,-8.554852,Limerick City,office@clonlarans.ie,061354299,Donnchadh Kelleher,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,115,161,276
2024,04578H,BALLYVONGANE MIXED N S,Ballyvongane,"Aghinagh,",Coachford,,Cork,P12YD30,51.931983,-8.859155,Coachford,ballyvonganens@gmail.com,02648188,sarah purcell,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,7,9,16
2024,04620D,THOMASTOWN N S,Ardobireen,Thomastown,Golden,Co. Tipperary,Tipperary,E25F840,52.493703,-8.021769,Cashel,thomastownnationalschool@gmail.com,06272471,Marie Donovan,Tipperary (Sr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,59,62,121
2024,04796R,BRACKLOON N S,Brackloon,Westport,,,Mayo,F28E8Y9,53.75475,-9.564212,Westport,office@brackloonns.ie,09821902,Brendan Tunney,Mayo County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,74,83,157
2024,04800F,ROOSKEY N S,Rooskey,Carrick-on-Shannon,Co. Roscommon,,Roscommon,N41DH36,53.832638,-7.927501,Longford_Newtownforbes,rooskeyns@gmail.com,0719638774,Eimear Duignan,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,84,72,156
2024,04802J,CLOONACOOL N S,Cloonacool,Tubbercurry,Co. Sligo,,Sligo,F91TV07,54.099034,-8.781441,Banada_Tubbercurry,stmichaelsns9@gmail.com,0719185709,Deirdre Kelly,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,40,57,97
2024,04809A,SCOIL AN AINGIL CHOIMHEADAI,"An Céideadh,",Ailt An Chorráin,Leitir Ceanainn,Co Dhún na nGall,Donegal,F94W084,54.997504,-8.418846,Dungloe,saac.ceideadh@gmail.com,0749542268,Anne Marie Uí Icí,Donegal County Council,Ordinary,All Through,Y,All subjects through Irish,Y,N,Catholic,Bishop of Raphoe,14,1,15
2024,04919H,CRATLOE N S,Cratloe,Co. Clare,,,Clare,V95V596,52.6993,-8.755464,Shannon,cratloenationalschool@gmail.com,061357111,Susan Frawley,Clare County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Limerick,133,159,292
2024,04953H,BALLYHASS MIXED N S,Ballyhass,Cecilstown,Co. Cork,,Cork,P51K590,52.174145,-8.804729,Kanturk,ballyhassmixedns@gmail.com,02227937,Elizabeth Ronayne,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,114,120,234
2024,04992R,Scoil na Croi Naofa,St Canice's Road,Ballygall,Dublin 11,,Dublin,D11XE17,53.384176,-6.274334,Whitehall_SantryD9,shbns1ballygall@gmail.com,018379586,Niall Carty,Dublin City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,,413,413
2024,05062A,KELLS PAROCHIAL N S,Navan Road,Kells,Co. Meath,,Meath,A82RK49,53.724674,-6.867192,Kells,kellsparochialns@gmail.com,0469241308,Jennifer Lynch,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Bishop of Meath & Kildare COI,29,31,60
2024,05070W,S N BAILE MUIRNE,Ballymurn,Enniscorthy,Co. Wexford,,Wexford,Y21PR60,52.441087,-6.474657,Enniscorthy,office@ballymurnns.ie,0539138435,Emer O'Gorman,Wexford County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,51,65,116
2024,05115S,S N AN LEANA MOR,Lenamore,Co. Longford,,,Longford,N39NN60,53.622309,-7.633075,Ballymahon,lenamore.ns@hotmail.com,0449357867,Margo Smith,Longford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,28,42,70
2024,05120L,LEHINCH N S,Lissatava,Hollymount,Claremorris,Co. Mayo,Mayo,F12FT92,53.659596,-9.074936,Claremorris,Lehinchprimary@gmail.com,0949540444,Sheila Jennings,Mayo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,4,3,7
2024,05144C,NEW INN B N S,New Inn,Cashel,Co. Tipperary,,Tipperary,E25VP64,52.442664,-7.881611,Cahir,newinnbns@gmail.com,0527462336,Eilis Hennessy,Tipperary (Sr) County Council,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,,51,51
2024,05164I,SCOIL NAOMH CHOLMCILLE,Oileán Thoraí,Co. Dhún na nGall,,,Donegal,F92XV52,55.265009,-8.224557,Tory Island,scoilcholmcille@yahoo.ie,0858622680,Anna Uí Bhaoill,Donegal County Council,Ordinary,All Through,Y,All subjects through Irish,Y,Y,Catholic,Bishop of Raphoe,6,14,20
2024,05220P,S N MICHIL NAOFA,Woodbrook,Carrick-on-Shannon,Co. Roscommon,,Roscommon,N41XD40,53.941046,-8.166037,Carrick-on-Shannon,woodbrookns@gmail.com,0719621771,Anne Hand Doyle,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,12,13,25
2024,05230S,COMHSCOIL CHONMHA S N,Main Street,Convoy,Co. Donegal,,Donegal,F93NR7V,54.859947,-7.665803,Raphoe,convoyjoint@gmail.com,0749147493,Valerie Magee,Donegal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Joint patronage between Bishop of Derry & Raphoe COI and the Presbytery of Derry & Donegal,52,48,100
2024,05253H,O CALLAGHANS MILLS N S,Iragh,O'Callaghan's Mills,Co. Clare,,Clare,V94A5D1,52.840445,-8.672183,Tulla,ocallaghansmillsns@gmail.com,0656835730,Sharon Brady,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,18,23,41
2024,05348S,Tahilla Community National School,Tahilla,Sneem,Co. Kerry,,Kerry,V93D735,51.833722,-9.822395,Kenmare,info@tahillacns.ie,0646645561,Máire de Cógáin Principal,Kerry County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Multi Denominational,Kerry ETB,12,11,23
2024,05477G,LARAGH N S,Laragh,Bandon,Co Cork,,Cork,P72RY79,51.757896,-8.789979,Bandon,laraghns@gmail.com,0238843313,John Lordan,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,101,88,189
2024,05501A,SCOIL NAOIMH EANNA,Killanny,Carrickmacross,Co. Monaghan,,Monaghan,A81E267,53.95927,-6.649256,Carrickmacross,killannyns@gmail.com,0429662175,Noeleen Mooney,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,91,113,204
2024,05508O,ST COLUMBAS N.S,With Facility for Deaf Children,Douglas West,Co. Cork,,Cork,T12WK3D,51.873569,-8.443765,South Suburbs_CorkCity,office@stcolumbasgns.ie,0214893947,Louise Roche,Cork City Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,351,19,370
2024,05513H,CASTLEPOLLARD MIXED N S,Water Street,Castlepollard,Co. Westmeath,,Westmeath,N91Y206,53.681555,-7.296149,Castlepollard,cpns3h@gmail.com,0449661865,Sean Beirne,Westmeath County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Meath,77,86,163
2024,05548D,SN BAILE MHIC AIRT,S.N. Bhaile Mhic Airt,Dún Garbhán,Co. Phort Láirge,,Waterford,X35CR20,52.006751,-7.639926,Ring,anseanphobal.ias@gmail.com,05846446,Deirdre Ní Fhlaithmhin,Waterford County Council,Ordinary,All Through,N,All subjects through Irish,Y,N,Catholic,Bishop of Waterford & Lismore,33,26,59
2024,05565D,TRAFRASK MIXED N S,Trafrask,Adrigole (Beara),,,Cork,P75PD68,51.687246,-9.664859,Castletownbere,trafraskns@gmail.com,02760201,Louisa O Donoghue,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,10,10,20
2024,05600C,CLOCHAR SAN DOMINIC,Convent Road,Dun Laoghaire,Co. Dublin,,Dublin,A96V2P2,53.292207,-6.138064,Dunlaoghaire,mail@dominicandunlaoghaire.ie,012809011,Peter Mooney,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,103,91,194
2024,05627W,BAILIEBORO MODEL N S,Bailieborough,Co. Cavan,,,Cavan,A82FX62,53.917078,-6.974455,Bailieborough,Office@themodelschool.ie,0429665689,Myrtle Griffith,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Minister for Education & Skills,49,41,90
2024,05630L,Scoil Mhichil na Buachailli,Patrick Street,Trim,Co. Meath,,Meath,C15FK19,53.5513,-6.791852,Trim,scoilmhichil@gmail.com,0469431813,Brid Gorry,Meath County Council,Ordinary with Special Classes,Senior,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,6,283,289
2024,05636A,DUNMANWAY MODEL N S,Bantry Road,Dunmanway,Co. Cork,,Cork,P47NW66,51.716871,-9.115922,Dunmanway,anmhodhscoil@gmail.com,0238845034,Fiona Buckley,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Minister for Education & Skills,44,51,95
2024,05656G,S N AN GHOILIN,Goleen,Co. Cork,,,Cork,P81YW27,51.492536,-9.7134,Schull,mgoleenns@gmail.com,02835660,Mary Anne Collins,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,19,12,31
2024,05754G,S N CREACHMHAOIL,Crinnage,Craughwell,Co. Galway,,Galway,H91P218,53.236432,-8.750525,Athenry,office@craughwellns.ie,091846246,Claire Urquhart,Galway County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",152,162,314
2024,05756K,BURRISCARRA N S,Carnacon,Ballyglass,Claremorris,Co. Mayo,Mayo,F12YD72,53.729007,-9.220588,Balla,office@carnaconns.ie,0949360184,Helena Hastings,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,12,4,16
2024,05916G,St. Anne's National School,Main Street,Tyrellspass,Co. Westmeath,,Westmeath,N91A5R7,53.388865,-7.375722,Rochfordbridge,info@stannestyrrellspass.com,0449223298,Fiona McKeown,Westmeath County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,75,95,170
2024,05927L,CHURCH HILL MIXED N S,Church Hill,Cuffesgrange,Co. Kilkenny,,Kilkenny,R95T253,52.599981,-7.308259,Kilkenny,churchhillns1828@gmail.com,0567729144,Mark Bergin,Kilkenny County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,89,103,192
2024,05933G,PRESENTATION PRIMARY SCHOOL,George's Hill,Halston Street,Dublin 7,,Dublin,D07YF43,53.348305,-6.271782,Drumcondra_Marino_Dublin1,secretary@georgeshillschool.ie,018733061,Lorraine Hession,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,98,54,152
2024,05940D,SCOIL URSULA,Blackrock Road,Blackrock,,,Cork,T12XC91,51.895923,-8.414098,Ballintemple_CorkCity,sublackrock@gmail.com,0214358476,Linda Keane,Cork City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,102,86,188
2024,05970M,SCOIL BARR DUBH,Barraduff,Headford,Co. Kerry,,Kerry,V93H330,52.059299,-9.335746,Killarney,barraduff.ias@gmail.com,0647754478,Claire O'Halloran,Kerry County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,42,57,99
2024,06028F,ROCKCORRY N S,Rockcorry,Co. Monaghan,,,Monaghan,H18C425,54.117154,-7.01491,Cootehill,rockcorryns@gmail.com,0429742554,Julie Coalter,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Bishop of Clogher COI,13,21,34
2024,06044D,S N CILL CUILE,Kilcooley,Loughrea,Co. Galway,,Galway,H62YY62,53.200975,-8.456656,Loughrea,kilcooleyns@gmail.com,091843292,Sinead Duffy,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clonfert,54,56,110
2024,06100K,S N CILL RONAIN,Keadue West,Boyle,Co. Roscommon,,Roscommon,F52P602,54.050164,-8.13651,Drumshanbo,scoilcillronain@gmail.com,0719647503,Marie Jinks,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,16,25,41
